Restaurant_Item_Name,Food_Category,Calories,Total_Fat,Saturated_Fat,Trans_Fat,Cholesterol,Sodium,Carbohydrates,Protein,Sugar,Dietary_Fiber
McDonald's McCafe Caramel Iced Coffee w/ Light Cream Small,Beverages,140.0,5.0,3.5,0.0,20.0,220.0,23.0,3.0,20.0,0.0
McDonald's Triple Cheeseburger,Burgers,520.0,28.0,13.0,1.5,110.0,1160.0,36.0,32.0,7.0,2.0
McDonald's McCafe Caramel Frappe Small,Beverages,420.0,18.0,11.0,1.0,65.0,125.0,60.0,7.0,55.0,0.0
McDonald's Southwest Grilled Chicken Salad,Salads,350.0,11.0,4.5,0.0,110.0,1070.0,27.0,37.0,9.0,6.0
McDonald's Pico Guacamole w/ Buttermilk Crispy Chicken,Sandwiches,710.0,34.0,9.0,0.0,85.0,1360.0,68.0,34.0,11.0,6.0
McDonald's Extra Value Meal w/ Sausage McMuffin Egg & Medium Coffee,Sandwiches,620.0,39.0,13.0,0.0,275.0,1160.0,47.0,24.0,3.0,3.0
McDonald's Extra Value Meal w/ Sausage Egg & Cheese McGriddles & Medium Coffee,Sandwiches,700.0,41.0,14.0,0.0,215.0,1620.0,63.0,23.0,16.0,4.0
McDonald's McCafe French Vanilla Latte w/ Whole Milk Medium,Beverages,320.0,10.0,6.0,0.0,30.0,140.0,48.0,11.0,45.0,1.0
McDonald's McCafe Strawberry Shake Large,Beverages,810.0,23.0,15.0,1.0,95.0,310.0,97.0,19.0,115.0,0.0
McDonald's Extra Value Meal w/ Large Sausage Biscuit Egg & Small Coffee,Sandwiches,680.0,43.0,16.0,0.0,210.0,1500.0,55.0,20.0,3.0,4.0
McDonald's McCafe Vanilla Shake Medium,Beverages,600.0,17.0,11.0,1.0,70.0,270.0,73.0,14.0,72.0,0.0
McDonald's Hot Caramel Sundae,Desserts,380.0,11.0,6.0,0.0,30.0,160.0,51.0,9.0,44.0,1.0
McDonald's McCafe Caramel Latte w/ Whole Milk Medium,Beverages,320.0,10.0,5.0,0.0,30.0,430.0,48.0,11.0,45.0,0.0
McDonald's Newmans Own Creamy Southwest Dressing,Toppings & Ingredients,120.0,8.0,1.5,0.0,20.0,300.0,11.0,1.0,3.0,0.0
McDonald's McCafe Caramel Mocha w/ Whole Milk Small,Beverages,310.0,11.0,7.0,0.0,35.0,230.0,44.0,9.0,40.0,0.0
McDonald's Extra Value Meal w/ Regular Bacon Egg & Cheese Biscuit & Medium Coffee,Sandwiches,600.0,33.0,14.0,0.0,200.0,1640.0,57.0,22.0,3.0,4.0
McDonald's McCafe Iced Coffee w/ Light Cream Small,Beverages,140.0,5.0,3.5,0.0,20.0,50.0,24.0,2.0,22.0,0.0
McDonald's 10 Buttermilk Crispy Tenders,Entrees,1210.0,66.0,10.0,0.0,260.0,3390.0,56.0,98.0,1.0,3.0
McDonald's Sausage McMuffin,Sandwiches,400.0,25.0,10.0,0.0,55.0,740.0,29.0,14.0,3.0,2.0
McDonald's Sweet BBQ Bacon w/ Artisan Grilled Chicken,Sandwiches,640.0,23.0,7.0,0.0,135.0,1940.0,62.0,49.0,18.0,4.0
McDonald's Fruit N Yogurt Parfait,Entrees,150.0,2.0,1.0,0.0,5.0,75.0,30.0,4.0,22.0,1.0
McDonald's Sweet BBQ Bacon w/ Buttermilk Crispy Chicken,Sandwiches,810.0,36.0,9.0,0.5,95.0,1820.0,81.0,40.0,18.0,5.0
McDonald's 20 Chicken McNuggets,Entrees,890.0,53.0,9.0,0.0,145.0,1680.0,53.0,49.0,0.0,4.0
McDonald's Extra Value Meal w/ Buttermilk Crispy Chicken Sandwich Medium Coke & Medium Fries,Sandwiches,1130.0,39.0,7.0,0.0,60.0,1330.0,165.0,32.0,68.0,8.0
McDonald's Dr Pepper Small,Beverages,140.0,0.0,0.0,0.0,0.0,40.0,38.0,0.0,37.0,0.0
McDonald's Extra Value Meal w/ Sausage Egg & Cheese McGriddles,Entrees,700.0,41.0,14.0,0.0,215.0,1620.0,62.0,23.0,16.0,4.0
McDonald's Pico Guacamole w/ Artisan Grilled Chicken,Sandwiches,550.0,21.0,7.0,0.0,120.0,1340.0,49.0,43.0,12.0,4.0
McDonald's McCafe French Vanilla Iced Coffee w/ Light Cream Medium,Beverages,150.0,5.0,3.5,0.0,20.0,60.0,27.0,2.0,25.0,0.0
McDonald's McCafe Strawberry Shake Medium,Beverages,600.0,18.0,11.0,1.0,75.0,230.0,71.0,14.0,84.0,0.0
McDonald's Sprite Medium,Beverages,210.0,0.0,0.0,0.0,0.0,95.0,55.0,0.0,54.0,0.0
McDonald's McFlurry w/ Oreo Cookies Regular Size,Desserts,510.0,17.0,9.0,0.5,45.0,280.0,60.0,12.0,64.0,1.0
McDonald's McCafe Caramel Cappuccino w/ Whole Milk Medium,Beverages,260.0,6.0,3.5,0.0,20.0,390.0,44.0,8.0,40.0,0.0
McDonald's McCafe Strawberry Shake Small,Beverages,500.0,15.0,9.0,0.5,60.0,190.0,61.0,12.0,71.0,0.0
McDonald's Extra Value Meal w/ Regular Sausage Biscuit Egg & Medium Coffee,Sandwiches,680.0,43.0,16.0,0.0,205.0,1490.0,55.0,21.0,3.0,4.0
McDonald's Extra Value Meal w/ 40 Pc Nuggets Medium Coke & Medium Fries,Entrees,2500.0,131.0,21.0,1.0,295.0,3770.0,229.0,104.0,58.0,13.0
McDonald's Spicy Buffalo Sauce,Toppings & Ingredients,30.0,3.0,0.0,0.0,0.0,510.0,1.0,0.0,0.0,0.0
McDonald's McCafe Caramel Macchiato w/ Whole Milk Large,Beverages,400.0,12.0,7.0,0.0,35.0,530.0,61.0,13.0,55.0,0.0
McDonald's Big Mac Sauce,Toppings & Ingredients,70.0,7.0,1.0,0.0,5.0,75.0,1.0,0.0,1.0,0.0
McDonald's McCafe Caramel Iced Coffee w/ Light Cream Large,Beverages,270.0,9.0,6.0,0.0,35.0,450.0,46.0,5.0,39.0,0.0
McDonald's Extra Value Meal w/ Bacon Egg & Cheese McGriddles,Entrees,570.0,27.0,9.0,0.0,195.0,1570.0,62.0,22.0,15.0,4.0
McDonald's McCafe Vanilla Shake Small,Beverages,490.0,14.0,9.0,0.5,60.0,230.0,61.0,11.0,59.0,0.0
McDonald's McCafe Iced Latte w/ Whole Milk Small,Beverages,120.0,6.0,3.5,0.0,20.0,85.0,10.0,6.0,9.0,0.0
McDonald's McCafe Caramel Cappuccino w/ Whole Milk Small,Beverages,210.0,5.0,3.0,0.0,15.0,300.0,35.0,6.0,32.0,0.0
McDonald's POWERade Mountain Berry Blast Small,Beverages,90.0,0.0,0.0,0.0,0.0,110.0,22.0,0.0,22.0,0.0
McDonald's Egg McMuffin,Sandwiches,300.0,12.0,6.0,0.0,245.0,730.0,30.0,18.0,3.0,2.0
McDonald's Extra Value Meal w/ Double Quarter Pounder Medium Coke & Medium Fries,Burgers,1330.0,61.0,23.0,2.5,175.0,1570.0,143.0,55.0,67.0,7.0
McDonald's McCafe Cappuccino w/ Whole Milk Medium,Beverages,160.0,8.0,5.0,0.0,25.0,110.0,13.0,8.0,12.0,0.0
McDonald's Hot Fudge Sundae,Desserts,380.0,14.0,8.0,0.0,25.0,180.0,43.0,10.0,47.0,3.0
McDonald's McCafe Caramel Latte w/ Whole Milk Small,Beverages,250.0,7.0,4.0,0.0,25.0,330.0,38.0,8.0,35.0,0.0
McDonald's Extra Value Meal w/ Artisan Grilled Chicken Sandwich Medium Coke & Medium Fries,Sandwiches,940.0,22.0,4.0,0.0,95.0,1390.0,145.0,41.0,68.0,7.0
McDonald's 2 Buttermilk Crispy Tenders,Entrees,240.0,13.0,2.0,0.0,50.0,680.0,11.0,20.0,0.0,1.0
McDonald's McCafe Frappe Caramel Medium,Beverages,510.0,21.0,13.0,1.0,75.0,150.0,72.0,8.0,67.0,0.0
McDonald's Fanta Orange Medium,Beverages,120.0,0.0,0.0,0.0,0.0,30.0,33.0,0.0,32.0,0.0
McDonald's Hotcakes & Sausage,Entrees,790.0,35.0,13.0,0.0,80.0,890.0,103.0,16.0,45.0,2.0
McDonald's McCafe Caramel Iced Coffee w/ Light Cream Medium,Beverages,190.0,7.0,4.5,0.0,25.0,310.0,31.0,4.0,26.0,0.0
McDonald's Iced Tea Large,Beverages,5.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0
McDonald's Mayonnaise,Toppings & Ingredients,90.0,10.0,1.5,0.0,0.0,65.0,0.0,0.0,0.0,0.0
McDonald's Tangy Barbeque Sauce,Toppings & Ingredients,45.0,0.0,0.0,0.0,0.0,250.0,11.0,0.0,9.0,0.0
McDonald's McCafe Frappe Chocolate Chip Medium,Beverages,590.0,33.0,15.0,1.5,110.0,960.0,37.0,37.0,7.0,2.0
McDonald's Extra Value Meal w/ Sausage McMuffin,Entrees,620.0,39.0,13.0,0.0,275.0,1150.0,47.0,24.0,3.0,3.0
McDonald's Extra Value Meal w/ Big Mac Medium Coke & Medium Fries,Burgers,1090.0,44.0,12.0,1.0,80.0,1230.0,147.0,29.0,66.0,7.0
McDonald's McCafe French Vanilla Cappuccino w/ Whole Milk Small,Beverages,190.0,5.0,3.0,0.0,15.0,70.0,30.0,6.0,29.0,0.0
McDonald's McCafe Chocolate Shake Large,Beverages,850.0,23.0,14.0,1.0,90.0,420.0,110.0,19.0,122.0,1.0
McDonald's McCafe Mocha Frappe Large,Beverages,670.0,26.0,17.0,1.0,90.0,190.0,97.0,11.0,88.0,1.0
McDonald's Filet O Fish,Sandwiches,410.0,20.0,5.0,0.0,50.0,660.0,39.0,18.0,5.0,2.0
McDonald's Extra Value Meal w/ Egg McMuffin,Entrees,450.0,21.0,7.0,0.0,245.0,1070.0,47.0,21.0,3.0,3.0
McDonald's McCafe Cappuccino w/ Whole Milk Small,Beverages,120.0,6.0,3.5,0.0,20.0,80.0,9.0,6.0,9.0,0.0
McDonald's Coca Cola Large,Beverages,290.0,0.0,0.0,0.0,0.0,70.0,77.0,0.0,77.0,0.0
McDonald's McCafe French Vanilla Iced Coffee w/ Light Cream Large,Beverages,220.0,7.0,4.5,0.0,30.0,85.0,40.0,3.0,37.0,0.0
McDonald's Extra Value Meal w/ 4 Pc Nuggets Medium Coke & Medium Fries,Entrees,730.0,27.0,4.0,0.0,30.0,620.0,111.0,14.0,57.0,5.0
McDonald's McCafe Caramel Frappe Large,Beverages,670.0,27.0,17.0,1.0,95.0,200.0,96.0,11.0,89.0,0.0
McDonald's McCafe Frappe Chocolate Chip Small,Beverages,500.0,22.0,14.0,1.0,65.0,130.0,72.0,8.0,64.0,1.0
McDonald's Powerade Mountain Berry Blast Extra Small,Beverages,90.0,0.0,0.0,0.0,0.0,110.0,22.0,0.0,22.0,0.0
McDonald's Sausage Biscuit,Sandwiches,460.0,30.0,13.0,0.0,40.0,1050.0,36.0,11.0,3.0,2.0
McDonald's Bacon Egg & Cheese Biscuit,Sandwiches,450.0,24.0,12.0,0.0,200.0,1290.0,40.0,18.0,3.0,3.0
McDonald's Steak Egg & Cheese Biscuit,Sandwiches,530.0,30.0,15.0,1.0,230.0,1490.0,40.0,25.0,4.0,3.0
